contract_id,cname,cik,ftype,fdate,link,Column1,Sales contract? (Y/N),Filer is seller? (Y/N),Amendment? (Y/N),Amendment #,Customer name (be consistent),Sold product/service (be consistent),Notes,Total Words,Flesch Reading Ease Score,Gunning Fog Index,Number of Entities,Words in Entities,Number of Times,Words in Times,Number of Locations,Words in Locations,Number of Organizations,Words in Organizations,Number of Persons,Words in Persons,Number of Money,Words in Money,Number of Percentages,Words in Percentages,Number of Dates,Words in Dates,Total Sentences,Total Forward Sentences,Forward Ratio,Uncertainty Words,Polarity,Subjectivity,Positive Words,Negative Words,24b,confidential treatment,ct order,redact,rule 406,rights,obligations,commercial substance,performance obligation,probable,collectib,at a point in time,over time,variable consideration,noncash consideration,transaction price,standalone selling price,1Gram Cos Sim Step1  ,1Gram Cos Sim Step2 ,1Gram Cos Sim Step3,1Gram Cos Sim Step4  ,"1Gram Cos Sim Step5, including 5.1 and 5.2",1Gram Cos Sim Step5.1,1Gram Cos Sim Step5.2,1Gram Cos Sim All
1,EL PASO ELECTRIC CO,31978,10-K,2/24/2017,https://www.sec.gov/Archives/edgar/data/31978/000003197817000010/eeex_1028-082016123110k.htm , ,Y,Y,,,"PHELPS DODGE ENERGY SERVICES, LLC",125 MW of energy,,8,-82.5,12,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,EL PASO ELECTRIC CO,31978,10-K,2/28/2018,https://www.sec.gov/Archives/edgar/data/31978/000003197818000011/eeex_1010tucson-elpasopowe.htm , ,Y,Y,,, TUCSON ELECTRIC POWER COMPANY,Eletricity,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,EL PASO ELECTRIC CO,31978,10-K,2/28/2019,https://www.sec.gov/Archives/edgar/data/31978/000003197819000008/eeex_1028-012018123110k.htm , ,Y,Y,,,"PHELPS DODGE ENERGY SERVICES, LLC",125 MW of energy,,8,-74.04,20,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,EMERSON RADIO CORP,32621,10-K,6/29/2004,https://www.sec.gov/Archives/edgar/data/32621/000095013404009454/d16432exv10w12w3.htm  ,,Y,Y,Y,3,"Funai Corporation, Inc.",license,,8,-40.2,20,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,EMERSON RADIO CORP,32621,10-Q,2/3/2005,https://www.sec.gov/Archives/edgar/data/32621/000112528205000435/b404397ex10124.txt , ,Y,Y,Y,4,"Funai Corporation, Inc.",license,,8,-57.12,20,2,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,EMERSON RADIO CORP,32621,10-K,6/29/2005,https://www.sec.gov/Archives/edgar/data/32621/000112528205003480/b407492ex10_12-5.txt ,,Y,Y,Y,1,"Funai Corporation, Inc.",license,,8,-40.2,20,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,EMERSON RADIO CORP,32621,8-K,12/29/2005,https://www.sec.gov/Archives/edgar/data/32621/000112528205006819/b410891ex10_1.txt , ,Y,Y,Y,7,"Funai Corporation, Inc.",license,,8,2.11,16,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,EMERSON RADIO CORP,32621,8-K,7/19/2006,https://www.sec.gov/Archives/edgar/data/32621/000112528206004152/b414079_ex10-1.txt , ,Y,Y,Y,8,"Funai Corporation, Inc.",license,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000738054,0,0,0,0,0,0.000182396
1,ENNIS INC,33002,8-K,5/4/2016,https://www.sec.gov/Archives/edgar/data/33002/000119312516577976/d179968dex101.htm , ,Y,Y,,,Gildan Activewear Inc.,Units,,8,-48.66,20,2,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,HELMERICH & PAYNE,46765,8-K,9/13/2006,https://www.sec.gov/Archives/edgar/data/46765/000110465906060877/a06-19636_1ex10d1.htm ,,Y,Y,Y,2,"Walter H. Helmerich, III",Consulting Services,,8,-6.36,12,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,HELMERICH & PAYNE,46765,10-K,12/13/2006,https://www.sec.gov/Archives/edgar/data/46765/000104746906014971/a2175096zex-10_2.htm ,,Y,Y,Y,,"Walter H. Helmerich, III",Consulting Services,,8,-48.66,12,2,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000738054,0,0,0,0,0,0.000182396
1,HOLLYFRONTIER CORP,48039,10-Q,8/8/2013,https://www.sec.gov/Archives/edgar/data/48039/000004803913000054/hfcq2201310qexhibit104.htm , ,Y,Y,,,SINCLAIR TULSA REFINING COMPANY,gasoline,,8,-82.5,20,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,HOLLYFRONTIER CORP,48039,10-Q,8/8/2013,https://www.sec.gov/Archives/edgar/data/48039/000004803913000054/hfcq2201310qexhibit106.htm ,,Y,Y,Y,2,SINCLAIR TULSA REFINING COMPANY,gasoline,,8,-48.66,28,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000738054,0,0,0,0,0,0.000182396
3,HOLLYFRONTIER CORP,48039,10-Q,8/8/2013,https://www.sec.gov/Archives/edgar/data/48039/000004803913000054/hfcq2201310qexhibit107.htm , ,Y,Y,Y,3,SINCLAIR TULSA REFINING COMPANY,gasoline,,296,31.72,13.81,23,47,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,HOLLYFRONTIER CORP,48039,10-K,2/25/2015,https://www.sec.gov/Archives/edgar/data/48039/000004803915000014/exhibit1055.htm ,,Y,Y,Y,4,SINCLAIR TULSA REFINING COMPANY,gasoline,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,HOLLYFRONTIER CORP,48039,10-K,2/25/2015,https://www.sec.gov/Archives/edgar/data/48039/000004803915000014/exhibit1056.htm , ,Y,Y,Y,5,SINCLAIR TULSA REFINING COMPANY,gasoline,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,HOLLYFRONTIER CORP,48039,8-K,10/21/2015,https://www.sec.gov/Archives/edgar/data/48039/000119312515349451/d51001dex105.htm ,,Y,Y,,,the Partnership Group,services,,8,-14.82,12,2,3,0,0,0,0,1,2,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,PARK CITY GROUP INC,50471,8-K,8/11/2005,https://www.sec.gov/Archives/edgar/data/50471/000103883805000726/ex101form8k080505.txt,,Y,Y,,,Cannon Equipment Company,License to software,,613,26.44,14.75,55,90,0,0,1,1,27,53,6,9,1,1,1,2,0,0,39,8,0.21,8,0.05,0.39,3,27,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0.00325011,0.002255746,0.004941662,0.002208798,0.003090628,0,0.003356,0.005017167
2,PARK CITY GROUP INC,50471,8-K,8/11/2005,https://www.sec.gov/Archives/edgar/data/50471/000103883805000726/ex102form8k080505.txt, ,Y,Y,,,Cannon Equipment Company,Consulting Services,,262,-28.49,16.81,38,72,0,0,0,0,9,24,5,8,9,9,0,0,7,14,11,5,0.45,4,0.17,0.48,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001176377,0,0.004127618,0.000799474,0.004794225,0,0.003644112,0.003631926
1,KELLY SERVICES INC  -CL A,55135,10-K,2/13/2020,https://www.sec.gov/Archives/edgar/data/55135/000005513520000006/kelya-20191229xexh107.htm,,Y,Y,,,AFJ DEVELOPMENT COMPANY LLC,,,9018,-25.57,39.82,1481,2778,36,167,5,7,276,659,431,499,14,21,9,21,109,252,432,9,0.02,44,0.02,0.36,33,384,0,0,0,0,0,10,26,0,0,0,0,0,0,0,0,0,0,0.010282236,0.00166106,0.006469129,0.005783075,0.006357907,0.002658057,0.006040841,0.009623904
1,KOSS CORP,56701,10-Q,5/15/2001,https://www.sec.gov/Archives/edgar/data/56701/000095012401501235/c62470ex10-3.txt,,Y,Y,Y,,LOGITECH ELECTRONICS INC,Licenses,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000738054,0,0,0,0,0,0.000182396
1,KOSS CORP,56701,10-Q,1/30/2002,https://www.sec.gov/Archives/edgar/data/56701/000095012402000175/c67215ex10-23.txt,,Y,Y,Y,7,Jiangsu Electronics Industries Limited,Licenses,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000738054,0,0,0,0,0,0.000182396
2,KOSS CORP,56701,10-Q,1/30/2002,https://www.sec.gov/Archives/edgar/data/56701/000095012402000175/c67215ex10-25.txt,,Y,Y,Y,,LOGITECH ELECTRONICS INC,Licenses,,234,-14.44,22.73,65,200,0,0,0,0,6,10,3,7,8,8,2,4,21,114,6,0,0,1,0.12,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000738054,0,0,0,0,0,0.000182396
1,KOSS CORP,56701,10-K,9/12/2002,https://www.sec.gov/Archives/edgar/data/56701/000095013402011206/c71712exv10w24.txt,,Y,Y,Y,8,Jiangsu Electronics Industries Limited,Licenses,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005372359,0,0.000418895,0.001217032,0.000486547,0,0,0.002150106
1,KOSS CORP,56701,10-K,9/30/2004,https://www.sec.gov/Archives/edgar/data/56701/000095013404014343/d18773exv10w30.htm,,Y,Y,Y,9,Jiangsu Electronics Industries Limited,Licenses,,203,43.56,13.64,29,52,0,0,0,0,4,7,8,13,1,1,1,2,2,7,11,2,0.18,0,0.1,0.32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001507058,0,0.00105758,0,0.001228378,0,0.002334239,0.001163217
1,KOSS CORP,56701,10-K,9/28/2005,https://www.sec.gov/Archives/edgar/data/56701/000095013405018501/d29032exv10w19.htm,,Y,Y,,,"SONIGEM PRODUCTS, INC",Licenses,,2351,-4.59,28.8,499,1142,0,0,1,2,133,219,23,45,27,27,9,21,128,523,102,17,0.17,9,0.03,0.42,13,65,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0.00534091,0.00200171,0.001349276,0.004936422,0.006616994,0.002491354,0.005956113,0.00632095
2,KOSS CORP,56701,10-K,9/28/2005,https://www.sec.gov/Archives/edgar/data/56701/000095013405018501/d29032exv10w20.htm,,Y,Y,Y,,"SONIGEM PRODUCTS, INC",Licenses,,1062,24.95,16.07,268,740,0,0,0,0,58,112,13,37,30,34,4,9,102,420,37,1,0.03,8,0.16,0.46,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000972647,0.001012602,0.001023834,0.000330509,0,0,0,0.001000978
1,KULICKE & SOFFA INDUSTRIES,56978,8-K,7/31/2008,https://www.sec.gov/Archives/edgar/data/56978/000119312508162770/dex101.htm,,Y,Y,,,W.C. Heraeus GmbH,"Gold, Aluminum, and Copper Wire",,296,31.72,13.81,23,47,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00918954,0.007354247,0.007677104,0.006840067,0.003617734,0.00083316,0.003388907,0.010727822
1,LANCASTER COLONY CORP,57515,10-Q,2/9/2005,https://www.sec.gov/Archives/edgar/data/57515/000095015205000902/l11729aexv10w1.txt,,Y,Y,,,"T. MARZETTI COMPANY, LLC",Design and Build Location,,8611,27.49,15.74,909,1883,2,4,10,22,282,649,195,270,13,24,14,28,49,123,398,50,0.13,114,0.06,0.45,56,216,0,0,0,0,0,11,23,0,0,6,0,0,0,0,0,0,0,0.006585453,0.005251382,0.008456081,0.006475223,0.007537609,0.002334264,0.007161713,0.010922944
1,LANCASTER COLONY CORP,57515,8-K,3/16/2007,https://www.sec.gov/Archives/edgar/data/57515/000095015207002218/l25254aexv10w1.htm,,Y,Y,,,"SISTER SCHUBERT’S HOMEMADE ROLLS, INC.",Design and Build Location,,9714,3.94,24.99,1142,2118,5,8,10,14,331,668,175,261,27,55,16,33,71,169,497,50,0.1,101,0.06,0.43,70,266,0,0,0,0,0,15,19,0,0,6,0,0,0,0,0,0,0,0.007325256,0.005643362,0.008738857,0.006770485,0.008120142,0.002440703,0.007488277,0.011609481
1,LANCASTER COLONY CORP,57515,8-K,8/27/2010,https://www.sec.gov/Archives/edgar/data/57515/000095012310081592/c05466exv10w1.htm,,Y,Y,,,"SISTER SCHUBERT’S HOMEMADE ROLLS, INC.",Design and Build Location,,17276,-15.86,32.27,3282,4926,12,17,10,12,1094,1847,270,350,14,26,18,40,341,437,606,85,0.14,163,0.03,0.43,79,532,0,0,0,0,0,15,25,0,0,2,0,0,0,0,0,0,0,0.006726819,0.002487098,0.006088187,0.00346074,0.003125775,0.000523671,0.003310702,0.006874232
1,LANCASTER COLONY CORP,57515,10-Q,2/6/2019,https://www.sec.gov/Archives/edgar/data/57515/000005751519000006/lanc-20181231xexhibit101.htm,,Y,Y,,,"SISTER SCHUBERT’S HOMEMADE ROLLS, INC.",Design and Build Location,,11355,-124.26,75.32,975,2495,3,5,2,5,282,1058,125,178,8,14,15,32,97,253,452,76,0.17,124,0.05,0.43,68,538,0,31,0,0,0,13,37,0,0,0,0,0,0,0,0,0,0,0,0.000738054,0,0,0,0,0,0.000182396
1,LANCASTER COLONY CORP,57515,8-K,2/28/2020,https://www.sec.gov/Archives/edgar/data/57515/000119312520056538/d886192dex101.htm,,Y,Y,,,"T. MARZETTI COMPANY, LLC",Design and Build Location,,18821,17.95,18.91,2005,3600,17,22,4,10,637,1472,286,325,16,30,14,30,278,373,1108,109,0.1,291,-0.02,0.43,81,868,0,0,0,0,0,74,24,0,0,3,0,0,0,0,0,0,0,0.007761018,0.004039914,0.008169452,0.003390715,0.004066634,0.001693146,0.003148309,0.008557585
4,LEE ENTERPRISES INC,58361,10-Q,8/9/2005,https://www.sec.gov/Archives/edgar/data/58361/000119312505162850/dex107.htm,,Y,Y,,,,,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000666888,0,0.001871956,0,0.000543569,0,0,0.001029469
2,LSB INDUSTRIES INC,60714,10-K/A,6/1/2000,https://www.sec.gov/Archives/edgar/data/60714/000006071400000015/0000060714-00-000015-0006.txt,,Y,Y,,,KOCH NITROGEN COMPANY,Chemicals,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003866835,0.000298198,0.002110543,0.000583984,0.001867729,0.000238591,0.001552763,0.002652978
1,LSB INDUSTRIES INC,60714,10-Q/A,10/2/2001,https://www.sec.gov/Archives/edgar/data/60714/000094860001500084/koch-ag.htm,,Y,Y,,,KOCH NITROGEN COMPANY,Chemicals,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007441142,0.000595909,0.006694651,0.001556017,0.00233275,0.000317861,0.001477611,0.005841592
1,LSB INDUSTRIES INC,60714,10-K,4/2/2003,https://www.sec.gov/Archives/edgar/data/60714/000006071403000002/ex1048.htm,,Y,Y,,,KOCH NITROGEN COMPANY,Chemicals,,296,31.72,13.81,23,47,1,2,0,0,11,24,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008505993,0.000376826,0.007620112,0.002213899,0.003540302,0.000301501,0.004484999,0.00703094
1,LSB INDUSTRIES INC,60714,10-K,4/7/2004,https://www.sec.gov/Archives/edgar/data/60714/000006071404000030/ex1047.htm,,Y,Y,,,KOCH NITROGEN COMPANY,Chemicals,,4021,-18.8,34.81,657,1223,2,5,5,11,132,271,203,245,2,2,9,21,93,273,197,7,0.04,45,-0.04,0.39,19,210,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0.004712769,0.002324066,0.005918129,0.001854272,0.003639125,0.001652893,0.003841827,0.005807287
2,LSB INDUSTRIES INC,60714,10-K,3/28/2005,https://www.sec.gov/Archives/edgar/data/60714/000006071405000014/ex1041.htm,,Y,Y,,,KOCH NITROGEN COMPANY,Chemicals,,4440,-27.63,38.15,776,1450,3,7,9,22,203,380,200,264,4,5,10,25,80,254,215,4,0.02,46,-0.03,0.39,23,207,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0.003804709,0.002563,0.005496972,0.001825206,0.003101154,0.001491402,0.003119825,0.005297484
1,LSB INDUSTRIES INC,60714,10-K,3/31/2006,https://www.sec.gov/Archives/edgar/data/60714/000119312506070789/dex1042.htm,,Y,Y,Y,1,KOCH NITROGEN COMPANY,Chemicals,,410,34.63,17.62,56,132,0,0,0,0,21,53,1,1,1,1,0,0,5,17,27,0,0,3,0.18,0.39,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,LSB INDUSTRIES INC,60714,10-Q,11/8/2006,https://www.sec.gov/Archives/edgar/data/60714/000006071406000064/ex_101.htm,,Y,Y,Y,2,"Orica USA, Inc",Ammonia,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000833531,0.000269076,0.000645431,0,0.001226487,0.000611193
