contract_id,cname,cik,ftype,fdate,link,Column1,Sales contract? (Y/N),Filer is seller? (Y/N),Amendment? (Y/N),Amendment #,Customer name (be consistent),Sold product/service (be consistent),Notes,Total Words,Flesch Reading Ease Score,Gunning Fog Index,Number of Entities,Words in Entities,Number of Times,Words in Times,Number of Locations,Words in Locations,Number of Organizations,Words in Organizations,Number of Persons,Words in Persons,Number of Money,Words in Money,Number of Percentages,Words in Percentages,Number of Dates,Words in Dates,Total Sentences,Total Forward Sentences,Forward Ratio,Uncertainty Words,Polarity,Subjectivity,Positive Words,Negative Words,24b,confidential treatment,ct order,redact,rule 406,rights,obligations,commercial substance,performance obligation,probable,collectib,at a point in time,over time,variable consideration,noncash consideration,transaction price,standalone selling price,1Gram Cos Sim Step1  ,1Gram Cos Sim Step2 ,1Gram Cos Sim Step3,1Gram Cos Sim Step4  ,"1Gram Cos Sim Step5, including 5.1 and 5.2",1Gram Cos Sim Step5.1,1Gram Cos Sim Step5.2,1Gram Cos Sim All
1,EL PASO ELECTRIC CO,31978,10-Q,8/8/2011,https://www.sec.gov/Archives/edgar/data/31978/000119312511212664/dex1004.htm ,,Y,Y,,,"PHELPS DODGE ENERGY SERVICES, LLC",100 MW of energy,,8,-31.74,24,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020191548,0.003971855,0.012116599,0.008153945,0,0,0,0.011080537
1,EL PASO ELECTRIC CO,31978,10-K,2/27/2015,https://www.sec.gov/Archives/edgar/data/31978/000003197815000019/eeex_1042-052014123110k.htm ,,Y,Y,,,"PHELPS DODGE ENERGY SERVICES, LLC",125 MW of energy,,8,-23.28,12,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020273391,0.028854286,0.021223642,0.0214211,0.016176079,0.014978426,0.007546133,0.02655198
2,EL PASO ELECTRIC CO,31978,10-K,2/27/2015,https://www.sec.gov/Archives/edgar/data/31978/000003197815000019/eeex_1042-062014123110k.htm , ,Y,Y,,,"PHELPS DODGE ENERGY SERVICES, LLC",125 MW of energy,,8,-57.12,16,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020359528,0.02897688,0.021313816,0.021512112,0.016244807,0.015042065,0.007578194,0.026664792
1,EL PASO ELECTRIC CO,31978,10-Q,11/6/2015,https://www.sec.gov/Archives/edgar/data/31978/000003197815000051/eeex_100720150930q3.htm ,,Y,Y,,,"PHELPS DODGE ENERGY SERVICES, LLC",125 MW of energy,,8,-31.74,16,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020359528,0.02897688,0.021313816,0.021512112,0.016244807,0.015042065,0.007578194,0.026664792
1,EL PASO ELECTRIC CO,31978,10-K,2/24/2017,https://www.sec.gov/Archives/edgar/data/31978/000003197817000010/eeex_1028-082016123110k.htm , ,Y,Y,,,"PHELPS DODGE ENERGY SERVICES, LLC",125 MW of energy,,8,-82.5,12,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020191548,0.003971855,0.012116599,0.008153945,0,0,0,0.011080537
8,EL PASO ELECTRIC CO,31978,10-K,2/28/2018,https://www.sec.gov/Archives/edgar/data/31978/000003197818000011/eeex_1010tucson-elpasopowe.htm , ,Y,Y,,, TUCSON ELECTRIC POWER COMPANY,Eletricity,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020191548,0.003971855,0.012116599,0.008153945,0,0,0,0.011080537
1,EL PASO ELECTRIC CO,31978,10-K,2/28/2019,https://www.sec.gov/Archives/edgar/data/31978/000003197819000008/eeex_1028-012018123110k.htm , ,Y,Y,,,"PHELPS DODGE ENERGY SERVICES, LLC",125 MW of energy,,8,-74.04,20,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020191548,0.003971855,0.012116599,0.008153945,0,0,0,0.011080537
1,EMERSON RADIO CORP,32621,10-K,6/29/2004,https://www.sec.gov/Archives/edgar/data/32621/000095013404009454/d16432exv10w12w3.htm  ,,Y,Y,Y,3,"Funai Corporation, Inc.",license,,8,-40.2,20,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020191548,0.003971855,0.012116599,0.008153945,0,0,0,0.011080537
1,EMERSON RADIO CORP,32621,10-Q,2/3/2005,https://www.sec.gov/Archives/edgar/data/32621/000112528205000435/b404397ex10124.txt , ,Y,Y,Y,4,"Funai Corporation, Inc.",license,,8,-57.12,20,2,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020191548,0.003971855,0.012116599,0.008153945,0,0,0,0.011080537
1,EMERSON RADIO CORP,32621,10-K,6/29/2005,https://www.sec.gov/Archives/edgar/data/32621/000112528205003480/b407492ex10_12-5.txt ,,Y,Y,Y,1,"Funai Corporation, Inc.",license,,8,-40.2,20,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020191548,0.003971855,0.012116599,0.008153945,0,0,0,0.011080537
1,EMERSON RADIO CORP,32621,8-K,12/29/2005,https://www.sec.gov/Archives/edgar/data/32621/000112528205006819/b410891ex10_1.txt , ,Y,Y,Y,7,"Funai Corporation, Inc.",license,,8,2.11,16,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020191548,0.003971855,0.012116599,0.008153945,0,0,0,0.011080537
1,EMERSON RADIO CORP,32621,8-K,7/19/2006,https://www.sec.gov/Archives/edgar/data/32621/000112528206004152/b414079_ex10-1.txt , ,Y,Y,Y,8,"Funai Corporation, Inc.",license,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020292347,0.028881265,0.021243486,0.021441129,0.016191204,0.014992431,0.007553188,0.026576805
1,ENNIS INC,33002,8-K,5/4/2016,https://www.sec.gov/Archives/edgar/data/33002/000119312516577976/d179968dex101.htm , ,Y,Y,,,Gildan Activewear Inc.,Units,,8,-48.66,20,2,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020191548,0.003971855,0.012116599,0.008153945,0,0,0,0.011080537
1,HELMERICH & PAYNE,46765,8-K,9/13/2006,https://www.sec.gov/Archives/edgar/data/46765/000110465906060877/a06-19636_1ex10d1.htm ,,Y,Y,Y,2,"Walter H. Helmerich, III",Consulting Services,,8,-6.36,12,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014397713,0.002832157,0.008639818,0.005814223,0,0,0,0.007901048
1,HELMERICH & PAYNE,46765,10-K,12/13/2006,https://www.sec.gov/Archives/edgar/data/46765/000104746906014971/a2175096zex-10_2.htm ,,Y,Y,Y,,"Walter H. Helmerich, III",Consulting Services,,8,-48.66,12,2,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020359528,0.02897688,0.021313816,0.021512112,0.016244807,0.015042065,0.007578194,0.026664792
1,HOLLYFRONTIER CORP,48039,10-Q,8/8/2013,https://www.sec.gov/Archives/edgar/data/48039/000004803913000054/hfcq2201310qexhibit104.htm , ,Y,Y,,,SINCLAIR TULSA REFINING COMPANY,gasoline,,8,-82.5,20,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020191548,0.003971855,0.012116599,0.008153945,0,0,0,0.011080537
2,HOLLYFRONTIER CORP,48039,10-Q,8/8/2013,https://www.sec.gov/Archives/edgar/data/48039/000004803913000054/hfcq2201310qexhibit106.htm ,,Y,Y,Y,2,SINCLAIR TULSA REFINING COMPANY,gasoline,,8,-48.66,28,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020359528,0.02897688,0.021313816,0.021512112,0.016244807,0.015042065,0.007578194,0.026664792
3,HOLLYFRONTIER CORP,48039,10-Q,8/8/2013,https://www.sec.gov/Archives/edgar/data/48039/000004803913000054/hfcq2201310qexhibit107.htm , ,Y,Y,Y,3,SINCLAIR TULSA REFINING COMPANY,gasoline,,296,31.72,13.81,23,47,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020191548,0.003971855,0.012116599,0.008153945,0,0,0,0.011080537
1,HOLLYFRONTIER CORP,48039,10-K,2/25/2015,https://www.sec.gov/Archives/edgar/data/48039/000004803915000014/exhibit1055.htm ,,Y,Y,Y,4,SINCLAIR TULSA REFINING COMPANY,gasoline,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020191548,0.003971855,0.012116599,0.008153945,0,0,0,0.011080537
2,HOLLYFRONTIER CORP,48039,10-K,2/25/2015,https://www.sec.gov/Archives/edgar/data/48039/000004803915000014/exhibit1056.htm , ,Y,Y,Y,5,SINCLAIR TULSA REFINING COMPANY,gasoline,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020191548,0.003971855,0.012116599,0.008153945,0,0,0,0.011080537
3,HOLLYFRONTIER CORP,48039,8-K,10/21/2015,https://www.sec.gov/Archives/edgar/data/48039/000119312515349451/d51001dex105.htm ,,Y,Y,,,the Partnership Group,services,,8,-14.82,12,2,3,0,0,0,0,1,2,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020191548,0.003971855,0.012116599,0.008153945,0,0,0,0.011080537
1,PARK CITY GROUP INC,50471,8-K,8/11/2005,https://www.sec.gov/Archives/edgar/data/50471/000103883805000726/ex101form8k080505.txt,,Y,Y,,,Cannon Equipment Company,License to software,,613,26.44,14.75,55,90,0,0,1,1,27,53,6,9,1,1,1,2,0,0,39,8,0.21,8,0.05,0.39,3,27,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0.079737075,0.09316115,0.060359111,0.059169992,0.063564051,0.04592951,0.046825302,0.086441158
2,PARK CITY GROUP INC,50471,8-K,8/11/2005,https://www.sec.gov/Archives/edgar/data/50471/000103883805000726/ex102form8k080505.txt, ,Y,Y,,,Cannon Equipment Company,Consulting Services,,262,-28.49,16.81,38,72,0,0,0,0,9,24,5,8,9,9,0,0,7,14,11,5,0.45,4,0.17,0.48,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142105661,0.155809972,0.111912592,0.114046271,0.072367564,0.046101816,0.056838889,0.144542649
1,KELLY SERVICES INC  -CL A,55135,10-K,2/13/2020,https://www.sec.gov/Archives/edgar/data/55135/000005513520000006/kelya-20191229xexh107.htm,,Y,Y,,,AFJ DEVELOPMENT COMPANY LLC,,,9018,-25.57,39.82,1481,2778,36,167,5,7,276,659,431,499,14,21,9,21,109,252,432,9,0.02,44,0.02,0.36,33,384,0,0,0,0,0,10,26,0,0,0,0,0,0,0,0,0,0,0.088412553,0.037082265,0.07446988,0.066316423,0.05989283,0.04025289,0.055137797,0.083928303
1,KOSS CORP,56701,10-Q,5/15/2001,https://www.sec.gov/Archives/edgar/data/56701/000095012401501235/c62470ex10-3.txt,,Y,Y,Y,,LOGITECH ELECTRONICS INC,Licenses,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020331319,0.028936733,0.021284285,0.022000773,0.0162223,0.015021225,0.007567695,0.026761988
1,KOSS CORP,56701,10-Q,1/30/2002,https://www.sec.gov/Archives/edgar/data/56701/000095012402000175/c67215ex10-23.txt,,Y,Y,Y,7,Jiangsu Electronics Industries Limited,Licenses,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020331319,0.028936733,0.021284285,0.022000773,0.0162223,0.015021225,0.007567695,0.026761988
2,KOSS CORP,56701,10-Q,1/30/2002,https://www.sec.gov/Archives/edgar/data/56701/000095012402000175/c67215ex10-25.txt,,Y,Y,Y,,LOGITECH ELECTRONICS INC,Licenses,,234,-14.44,22.73,65,200,0,0,0,0,6,10,3,7,8,8,2,4,21,114,6,0,0,1,0.12,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020331319,0.028936733,0.021284285,0.022000773,0.0162223,0.015021225,0.007567695,0.026761988
1,KOSS CORP,56701,10-K,9/12/2002,https://www.sec.gov/Archives/edgar/data/56701/000095013402011206/c71712exv10w24.txt,,Y,Y,Y,8,Jiangsu Electronics Industries Limited,Licenses,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252769692,0.076441116,0.099298099,0.109251337,0.055342461,0.024815769,0.03539939,0.142856285
1,KOSS CORP,56701,10-K,9/30/2004,https://www.sec.gov/Archives/edgar/data/56701/000095013404014343/d18773exv10w30.htm,,Y,Y,Y,9,Jiangsu Electronics Industries Limited,Licenses,,203,43.56,13.64,29,52,0,0,0,0,4,7,8,13,1,1,1,2,2,7,11,2,0.18,0,0.1,0.32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050205041,0.017600373,0.045688222,0.046700811,0.017219378,0.015630384,0.00944011,0.04586544
1,KOSS CORP,56701,10-K,9/28/2005,https://www.sec.gov/Archives/edgar/data/56701/000095013405018501/d29032exv10w19.htm,,Y,Y,,,"SONIGEM PRODUCTS, INC",Licenses,,2351,-4.59,28.8,499,1142,0,0,1,2,133,219,23,45,27,27,9,21,128,523,102,17,0.17,9,0.03,0.42,13,65,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0.104255878,0.049192913,0.072162866,0.060430054,0.057189687,0.036896403,0.042906873,0.086252461
2,KOSS CORP,56701,10-K,9/28/2005,https://www.sec.gov/Archives/edgar/data/56701/000095013405018501/d29032exv10w20.htm,,Y,Y,Y,,"SONIGEM PRODUCTS, INC",Licenses,,1062,24.95,16.07,268,740,0,0,0,0,58,112,13,37,30,34,4,9,102,420,37,1,0.03,8,0.16,0.46,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032983023,0.017054621,0.025987288,0.015958652,0.010613908,0.006991626,0.006327738,0.025726222
1,KULICKE & SOFFA INDUSTRIES,56978,8-K,7/31/2008,https://www.sec.gov/Archives/edgar/data/56978/000119312508162770/dex101.htm,,Y,Y,,,W.C. Heraeus GmbH,"Gold, Aluminum, and Copper Wire",,296,31.72,13.81,23,47,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123994771,0.065521088,0.112474675,0.089524675,0.089923495,0.061660177,0.072725676,0.123591043
1,LANCASTER COLONY CORP,57515,10-Q,2/9/2005,https://www.sec.gov/Archives/edgar/data/57515/000095015205000902/l11729aexv10w1.txt,,Y,Y,,,"T. MARZETTI COMPANY, LLC",Design and Build Location,,8611,27.49,15.74,909,1883,2,4,10,22,282,649,195,270,13,24,14,28,49,123,398,50,0.13,114,0.06,0.45,56,216,0,0,0,0,0,11,23,0,0,6,0,0,0,0,0,0,0,0.147673255,0.068737276,0.112752083,0.1241924,0.106134503,0.054344616,0.111496873,0.142591668
1,LANCASTER COLONY CORP,57515,8-K,3/16/2007,https://www.sec.gov/Archives/edgar/data/57515/000095015207002218/l25254aexv10w1.htm,,Y,Y,,,"SISTER SCHUBERT’S HOMEMADE ROLLS, INC.",Design and Build Location,,9714,3.94,24.99,1142,2118,5,8,10,14,331,668,175,261,27,55,16,33,71,169,497,50,0.1,101,0.06,0.43,70,266,0,0,0,0,0,15,19,0,0,6,0,0,0,0,0,0,0,0.149934056,0.069378143,0.114400275,0.12416779,0.106902542,0.054475927,0.112145375,0.143938059
1,LANCASTER COLONY CORP,57515,8-K,8/27/2010,https://www.sec.gov/Archives/edgar/data/57515/000095012310081592/c05466exv10w1.htm,,Y,Y,,,"SISTER SCHUBERT’S HOMEMADE ROLLS, INC.",Design and Build Location,,17276,-15.86,32.27,3282,4926,12,17,10,12,1094,1847,270,350,14,26,18,40,341,437,606,85,0.14,163,0.03,0.43,79,532,0,0,0,0,0,15,25,0,0,2,0,0,0,0,0,0,0,0.236075013,0.089055482,0.133013935,0.139123763,0.104636962,0.04935892,0.095604052,0.174646013
1,LANCASTER COLONY CORP,57515,10-Q,2/6/2019,https://www.sec.gov/Archives/edgar/data/57515/000005751519000006/lanc-20181231xexhibit101.htm,,Y,Y,,,"SISTER SCHUBERT’S HOMEMADE ROLLS, INC.",Design and Build Location,,11355,-124.26,75.32,975,2495,3,5,2,5,282,1058,125,178,8,14,15,32,97,253,452,76,0.17,124,0.05,0.43,68,538,0,31,0,0,0,13,37,0,0,0,0,0,0,0,0,0,0,0.020359528,0.02897688,0.021313816,0.021512112,0.016244807,0.015042065,0.007578194,0.026664792
1,LANCASTER COLONY CORP,57515,8-K,2/28/2020,https://www.sec.gov/Archives/edgar/data/57515/000119312520056538/d886192dex101.htm,,Y,Y,,,"T. MARZETTI COMPANY, LLC",Design and Build Location,,18821,17.95,18.91,2005,3600,17,22,4,10,637,1472,286,325,16,30,14,30,278,373,1108,109,0.1,291,-0.02,0.43,81,868,0,0,0,0,0,74,24,0,0,3,0,0,0,0,0,0,0,0.128986475,0.059559603,0.085663236,0.087320788,0.076100624,0.039997724,0.073609815,0.10998638
4,LEE ENTERPRISES INC,58361,10-Q,8/9/2005,https://www.sec.gov/Archives/edgar/data/58361/000119312505162850/dex107.htm,,Y,Y,,,,,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048466682,0.015902406,0.03813041,0.028948558,0.044270847,0.027330163,0.041340212,0.045579033
2,LSB INDUSTRIES INC,60714,10-K/A,6/1/2000,https://www.sec.gov/Archives/edgar/data/60714/000006071400000015/0000060714-00-000015-0006.txt,,Y,Y,,,KOCH NITROGEN COMPANY,Chemicals,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192929621,0.070063895,0.136487545,0.161339855,0.084786597,0.045010852,0.080069022,0.163849309
1,LSB INDUSTRIES INC,60714,10-Q/A,10/2/2001,https://www.sec.gov/Archives/edgar/data/60714/000094860001500084/koch-ag.htm,,Y,Y,,,KOCH NITROGEN COMPANY,Chemicals,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141018818,0.051220953,0.140210649,0.193067542,0.074808663,0.046999687,0.068511432,0.156582676
1,LSB INDUSTRIES INC,60714,10-K,4/2/2003,https://www.sec.gov/Archives/edgar/data/60714/000006071403000002/ex1048.htm,,Y,Y,,,KOCH NITROGEN COMPANY,Chemicals,,296,31.72,13.81,23,47,1,2,0,0,11,24,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142934493,0.058746279,0.115450631,0.126458776,0.081646646,0.049081201,0.07427667,0.134532757
